Nom.Kods,Nom.Nosaukums,Beigu daudzums,"Beigu vid. cena, EUR",Nom.PCAPVNE.Cena
1833370,WC izplūdes vārsts A-2000 ekon.,"76,000","5,9192","9,02"
1833380,WC izplūdes vārsts A04 ar dub.pog.,"74,000","6,403","9,69"
1835100,Blīve skal.kast. 115*70*15,"27,000","0,6607","1,01"
1835540,Manžete 100*100 baltā,"8,000","1,6675","2,52"
1835590,Manžete podam taisna,"9,000","1,2233","1,86"
1835600,Manžete podam ekscentriska,"11,000","1,22","1,86"
1835893,Nazis 9 mm,"9,000","0,1278","0,21"
1836765,Aizsargķivere Rockman C3/balta,"2,000","4,64","7,47"
1836767,Dūmvada truba 100mm/1m,"11,000","3,2709","5,78"
1838572,Koka kāts D38/1500,"19,000","1,7379","2,87"
1838711,Krāsa dekor. Capadecor StuccoDecor Di Luce 5 L,"0,000","0,00","74,84"
1838934,Veļas žāvētājs,"2,000","2,525","3,84"
1840222,Līme Moment Epoxilin 48 g,"13,000","1,8685","3,27"
1842017,Pieslēgums ESV 02 55*78,"0,000","0,00","45,77"
1842062,Fakro pieslēgums ESV 06 78*118,"15,000","32,6973","58,27"
1842093,Pieslēgums ESV 09 94*140,"1,000","42,33","66,59"
1851250,"Filtra elem. LA Senior 10""","0,000","0,00","5,73"
1856609,Veļas knaģi 25 gab,"70,000","2,8391","4,70"
1860488,Lampa galda,"1,000","7,64","11,57"
1863165,Suņu pilnv.bar. Dogo ar gaļu 15 kg,"50,000","9,4808","14,83"
1870064,Malts māls 40 kg,"1683,000","4,0804","6,97"
1870071,Malts māls 23 kg,"480,000","2,999","4,75"
1870132,Māla-smilšu sausais maisījums 24 kg,"411,000","4,2669","6,97"
1870194,Māla-šamota sausais maisījums 24 kg,"23,000","6,973","10,97"
1870217,Malts māls 5 kg,"943,000","1,0743","1,69"
1870224,Māla-smilšu sausais maisījums 5 kg,"783,000","1,32","2,33"
1870231,Māla-šamota sausais maisījums 5 kg,"154,000","2,0227","3,19"
1877859,Sano cauruļvadu tīrīšanas līdzeklis Drain 200 g,"223,000","1,8991","2,53"
1888906,"Teknes līkums 90"" iekš./ār.  115 mm sarkana","73,000","3,0664","5,79"
1890270,Līmēta koka plāksne 18*400*2400mm NG-LP400*2400,"1,000","17,13","25,27"
1890355,Līmēta koka plāksne 18*400*800mm NG-LP400*800,"1,000","5,83","8,61"
19000104,Dēlis uzgriežamais 444*280 mm,"33,000","3,5506","5,69"
19001,Kājslauķis Aļaska 120*180,"1,000","25,61","39,06"
19002,Paklājs BCF 0.6*1.1,"11,000","4,2264","6,64"
1900240,WC pods FH15C rozā ar vāku hor.izv.,"12,000","44,0092","67,12"
19005,Paklājs BCF 2.0*3.0,"0,000","0,00","61,98"
1900930,Brīnumsveces tortēm 4 gab Tropic,"59,000","0,3968","0,44"
1900935,Pīta polipropilēna aukla 10 mm 90 m,"190,500","0,3145","0,55"
1900939,Pīta polipropilēna aukla 10 mm 15 m,"3,000","3,53","5,38"
1901050,Brīnumsvece 15 cm 10 gab,"64,000","0,13","0,23"
1902060,Izlietne virt. Emalia 500*600 ar kronšt.,"0,000","0,00","20,90"
1902521,Brīnumsvece 25 cm 10 gab,"58,000","0,3624","0,51"
1902538,Brīnumsvecītes 40cm 5gab Tropic,"56,000","0,4798","0,67"
1902657,Lodveida ventilis Arco Sena 3/4 FF īsais rokturis,"24,000","2,3663","3,53"
19026816,Dārza krāns 1/2Sena  RHGC1,"15,000","2,0007","3,14"
19026823,Dārza krāns 3/4 Sena RHGC2,"2,000","3,11","4,71"
19026960,Leņķa ventīlis ar šķīvi 1/2*1/2 NOV01,"21,000","1,8343","2,89"
1903004,Švamme virtuves teflona traukiem,"1,000","0,32","0,47"
1903020,Izlietne virt. NOR 480*480 iegr.,"22,000","21,3155","32,50"
1903040,Izlietne virt. Line 760*435 kr. iegr.,"6,000","32,7967","50,01"
1903050,Izlietne virt. NOR 760*435 iegr.kr.,"30,000","23,631","36,80"
1903160,Izlietne virt. Nor 500*500 uzl.,"31,000","17,6506","27,62"
1903170,Izlietne virt. NOR 500*600 uzl. 1000197,"15,000","19,7767","30,16"
1903180,Izlietne virt. NOR 600*600 laba uzl.,"9,000","21,9833","33,52"
1903190,Izlietne virt. NOR 600*600 kr. uzl.,"11,000","21,4209","33,52"
1903210,Izlietne virt. NOR 800*600 laba uzl.,"25,000","26,716","40,84"
1903220,Izlietne virt. NOR 800*500 laba.uzl.,"32,000","24,4159","37,98"
1903220,"Izlietne vert, Nor 800*500 laba uzl.","5,000","24,90","37,98"
1903230,Izlietne virt. NOR 800*500 kr.uzl.,"34,000","24,6103","37,98"
1903330,Izlietne virt. Eco 500*600 uzl.,"0,000","0,00","30,16"
1903370,Izlietne virt. Nor 500*400 uzl.,"11,000","16,8218","26,20"
1903380,Izlietne virt. NOR 800*600 dub.,"7,000","39,5414","60,30"
1903740,Izlietne virt. Fal 490GT 6K,"19,000","34,8595","51,45"
1905000,Ogles suku komplekts,"5,000","5,20","8,15"
1905560,Tortes strūklaka 12 gab,"42,000","0,1998","0,30"
1905598,Spuldze Decospot PAR 16R 23,"49,000","6,5476","9,75"
190601,Tapetes Rasch Maximum,"22,000","10,3536","15,28"
1911771,Sizala aukla vīta brūna 12mm 80m,"199,000","0,3664","0,63"
191370,Rokturis Dream tērauda,"14,000","11,1914","17,07"
1920561,Instrumentu kaste Condor 24 collas,"13,000","15,9823","25,14"
1920646,Instrumentu kaste ar metāla stiprinājumu 12.5,"18,000","3,3678","6,02"
1920653,Instrumentu kaste ar metāla stiprinājumu 6,"16,000","6,1088","10,59"
1920660,Instrumentu kaste ar metāla stiprinājumiem 19,"5,000","8,808","13,43"
1929052,Instrumentu kaste Jumbo ar metāla klipšiem 1-92-905,"29,000","8,1176","13,70"
1929069,Instrumentu kaste Jumbo ar metāla klipšiem 1-92-906,"43,000","10,5498","17,16"
1933011,Plastmasas paliktnis plākšņu nešanai,"2,000","5,065","7,97"
1934801,Akas uzliktnis 250*250*125 mm,"14,000","3,3521","5,28"
1940095,Rullīša rokturis 60*6 mm,"37,000","0,2124","0,33"
1940118,Rullīša rokturis 150*6 mm,"2,000","0,31","0,47"
1940125,Rullīša rokturis 180*6 mm,"11,000","0,3709","0,70"
1940217,Rullis poliuretāna 50*35*6 mm,"13,000","0,1085","0,17"
1940224,Rullis poliuretāna 70*35*6 mm,"30,000","0,1457","0,26"
1940385,Rullis fasādes Synthetic 200*60*6 mm,"12,000","1,0583","1,79"
19433150,Makita urbis betonam Standart  8*110 mm,"4,000","0,9425","1,42"
1943614,Rullis poliuretāna 110*35*6 mm,"20,000","0,1535","0,26"
1943650,Rullīša rokturis 100*6 mm,"39,000","0,2987","0,63"
1943652,Rullīša rokturis 100*6 mm,"89,000","0,297","0,55"
1943711,Rullīša rokturis 180*8 mm,"9,000","0,5022","0,75"
1943713,Rullīša rokturis 180*8 mm,"37,000","0,3949","0,77"
1943720,Rullīša rokturis 250*8 mm,"33,000","0,6148","1,08"
1943751,Rullis Velur nitro 250*50*6 mm,"9,000","1,1767","1,99"
1943834,Rullis poliuretāna 150*45*6 mm,"31,000","0,4023","0,61"
1943836,Rullis poliuretāna 150*45*6 mm,"104,000","0,3908","0,68"
1943858,Teleskopisks metāla kāts 120*210 cm,"7,000","1,8643","3,04"
1943865,Sniega lāpsta koka kāts 43*35 cm,"59,000","3,5241","6,19"
1944831,Teleskopiskais metāla kāts 120-210 cm,"9,000","1,82","3,23"
1946843,OS 8W/827 E27 DV ALUE,"7,000","2,4186","3,69"
1949053,Novamur tapetes 6204-20,"11,000","5,7573","8,49"
1950016,Kaste Unibox 20 L sarkana,"1,000","2,46","3,73"
1951975,Makita kalts pīķis SDS 250 mm,"0,000","0,00","7,19"
1951982,Makita kalts plakanais 20*250 mm,"11,000","5,3373","9,09"
1952066,OS LED 8W 100-240V E27,"0,000","0,00","26,41"
1954012,Kiilto Master Pro tapešu līme 1 L,"16,000","1,2175","1,91"
1954050,Kiilto Master Pro tapešu līme 5 L,"13,000","5,4262","8,34"
1956023,AR Skapītis ar izl. 01K50 Optima,"1,000","58,91","89,84"
1956110,Skapis ar spoguli,"0,000","0,00","87,24"
1959119,OS L 18W/852 25X1 LF,"5,000","1,42","2,15"
1959133,OS L 36W/852 25X1 LF,"83,000","1,56","3,09"
1959188,OS L 58W/852 25X1 LF,"389,000","0,0074","2,19"
1959652,Spuldze Lum.F 18W/33-640,"144,000","0,8592","1,39"
1959652,Lum.spuldze LT18W 640/020,"48,000","0,7542","1,39"
1959713,Spuldze Lum.F 36W/33-640,"52,000","1,0502","1,57"
1960206,Parastais akas vāks  250*250 CORPCT,"166,000","2,2922","3,74"
1965240,OS LED 4W 100-240V E27,"0,000","0,00","14,68"
1966261,Luminiscentā spuldze F36W/33-640 T8 G13,"0,000","0,00","1,64"
1966308,Luminiscentā spuldze F18W 33-640,"22,000","0,8882","1,39"
1967503,"Šķēres dzīvžogam 0,56m ar spēka sviru 9675","1,000","24,63","38,74"
1967701,"Šķēres dzīvžogam 0,58m ar spēka pārnesumu 9677","4,000","33,5975","42,97"
1978201,Pagalma aka 250*250*250 RPCT,"1390,000","2,0709","9,55"
1984164,Pīta polipropilēna aukla 10 mm 90 m,"256,000","0,2244","0,43"
1990598,Vlies flizelīna tapete Novamur 1*10m,"13,000","6,04","9,18"
1991006,"Arco Sena lod. kr. 1/2"" FF īs.r.","17,000","1,6706","2,62"
1991013,"Arco Sena lod. kr. 3/4"" FF īs.r.","27,000","2,3604","3,78"
1991020,"Arco Sena lod. kr. 1""FF īs.r.","5,000","4,014","6,19"
1991105,"Arco Sena lod. kr. 1/2"" MF īs.r.","172,000","1,7142","2,56"
1991112,"Arco Sena dekor. lod.kr. 3/4"" MF īs.r.","29,000","2,5124","4,17"
1991129,"Arco Sena lod. kr. 1"" MF īs.r.","18,000","4,4067","7,20"
1991204,"Arco Sena lod. kr. 1/2"" FF g.r.","19,000","1,6516","2,55"
1991228,Arco Sena lod.kr. 1' FF g.r.,"16,000","3,9681","6,15"
1991235,Arco Sena dārza lod.kr. 1*1/4 FF g.r.,"0,000","0,00","9,09"
1991303,"Arco Sena lod.kr. 1/2"" MF g.r.","32,000","1,7719","2,76"
1991310,"Arco Sena lod. kr. 3/4"" MF g.r.","11,000","2,5536","4,01"
1991327,"Arco Sena lod. kr. 1"" MF G.R.","17,000","4,1624","6,69"
1991334,Arco Sena dārza lod.kr. 1*1/4 MF g.r.,"2,000","6,105","9,59"
1991402,"Arco Nile lod. kr. 1/2"" MM īs.r.","45,000","1,4829","2,35"
1991457,"Arco Nile lod. kr. 1/2"" MM gar.","6,000","1,5033","2,29"
1991501,"Arco Sena lod.kr. 1/2"" ar sav.","34,000","2,3515","3,66"
1991518,"Arco Sena lod. kr. 3/4"" ar sav.","27,000","3,5522","5,39"
1991525,"Arco Sena lod. kr. 1"" ar sav.","13,000","5,7123","8,99"
1991600,"Arco Sena dārza lod.kr. 1/2"" g.r.","75,000","2,0336","3,51"
1991617,"Arco Sena dārza lod.kr. 3/4"" g.r.","14,000","3,1864","4,98"
1991709,"Arco Sena dekor. lod.kr. 1/2""*10 mm","14,000","1,7343","2,70"
1991716,"Arco Sena dekor. lod.kr. 1/2""-1/2""","56,000","1,7707","2,83"
1991778,"Veļas mašīnas krāns 1/2""-3/4 MM","19,000","2,4305","3,84"
1991907,"Arco Teide rad. vent. apt. 1/2"" taisns","1,000","2,67","4,07"
1991921,"Arco Teide rad. vent. 1/2"" taisns","23,000","2,4391","3,83"
1991952,"Arco Tobet term. rad. vent. 1/2"" taisns","11,000","4,1455","6,47"
1992409,"Arco dubļu ķērājs 1/2""","4,000","1,4275","2,16"
1993000,"Arco Nile lod. kr. 1/2"" FF īs.r.","21,000","1,3214","2,15"
1993076,OS S CLA 60 10W/827 100-,"34,000","8,0535","12,66"
1993109,"Arco Nile lod. kr. 1/2"" MF īs.r.","36,000","1,4358","2,31"
1995179,Avanti,"14,000","6,915","11,75"
1997586,Šķēres putnu,"5,000","16,146","26,88"
1998002,Metāla zāģis 300 mm,"3,000","2,1267","3,24"
1998025,Bituma lente 100*10 m,"19,000","5,9895","9,72"
1998032,Bituma lente 150*10 m,"7,000","8,6557","13,86"
1998049,Bituma lente 225*10 m,"3,000","11,55","17,66"
1998414,Bituma lente 75*10m,"0,000","0,00","7,84"
1999583,"Lok.piev. 1,20m FF N/A 199958","20,000","1,897","2,99"
1999712,Lok.piev. 0.30 MF N/A  199971,"8,000","1,195","1,76"
20000012,"Kokskrūve ar aci 4,9*127","396,000","0,2883","0,47"
20000023,"Skrūve ar aci un uzgriezni 6,9*82mm","121,000","0,3879","0,60"
2000003,Šuvošanas rīvdēlis,"3,000","7,8533","11,98"
20000033,Durvju numuriņš 0,"12,000","0,665","1,17"
20000059,U skava 6.9*44*107 mm,"104,000","0,8366","1,34"
2000019,"Filtra dubultkorpuss Mignon 5"" Duplex L3P 1/2","11,000","11,3545","17,63"
2000026,Āķis misiņa,"865,000","0,3403","0,67"
2000029,Āķis mēteļu misiņa,"407,000","0,476","0,81"
2000031,Durvju numuriņš 2,"85,000","0,5827","0,90"
20000334,Veltnītis Hardy Hardex 10 cm,"127,000","0,1187","0,20"
2000036,Kompresijas sav. 18*1/2m 1100,"9,000","0,9311","1,37"
2000038,Āķis mēteļu misiņa,"1509,000","0,502","0,90"
2000040,Dušas kabīne FD - JY II 90T 804374,"39,000","95,0749","153,81"
2000045,V.reste iep. 250*170mm VR2517,"258,000","0,6175","1,02"
2000046,Virt.izlietnei maisītājs Nove 205E,"34,000","10,1376","15,55"
2000057,Duškabīne AK-|JS-90 W palikt. 15 cm mat.st.,"7,000","81,39","123,25"
2000063,"Stiprinājums caurulēm 1 1/2""","15,000","0,386","0,58"
2000067,Durvju atdure zemā misiņa,"277,000","1,1571","2,23"
2000069,Vent.reste iep. 250*250 mm VR2525,"319,000","0,8589","1,41"
2000080,Pāreja [100/75]  10959,"12,000","0,8175","1,21"
2000083,Vent.reste iep.15*15 VR1515,"190,000","0,5328","0,87"
2000084,Virt.izl.maisītājsNove 504E,"69,000","9,1188","14,17"
2000088,"Filtra dkorpus Junior Plus 7"" 3P-MFO SX-AS 1/2","4,000","7,4725","11,60"
2000089,Baterija Super 2000 2003 102003,"556,000","0,167","0,26"
2000093,"Siets PVC Europlast 1,5*25/2,2/100*50","36,000","18,5122","64,95"
2000100,Stiprinājums caurulēm 100 mm,"13,000","0,9346","1,45"
2000101,"Filtra korpus Mignon 5"" S3P MFO-AS 1/2-90","22,000","4,6491","7,47"
2000102,Baterija Super 2000,"682,000","0,1232","0,17"
2000106,Durvju restes 450*92 mm VR459,"103,000","1,5143","2,43"
2000107,Virt.izlietnei maisītājs Nove 504F ar augst.snīpi,"94,000","13,6138","21,43"
2000109,Trejgabals @75*50*90 gr,"0,000","0,00","1,38"
2000113,Plastmasas difuzors d 100 VD100,"237,000","1,9356","3,17"
2000114,"Izpl.metal.izl.ar plastm. vītni un ķēdi 1 1/2"" *70 mm","5,000","2,758","4,21"
2000119,Baterija Super 2000 2012,"63,000","0,5262","0,85"
2000120,Plastmasas difuzors D125mm VD125,"118,000","2,291","3,76"
2000126,Baterija Super 2000 2014,"149,000","0,2509","0,40"
2000132,"Filtra korpuss Senior 10"" 3P-BFO 1""","10,000","8,537","13,13"
2000137,Plastmasas difuzors d150mm VD150,"28,000","2,7443","4,58"
2000140,Baterija Super 2000 2022,"302,000","0,3267","0,54"
2000144,Plastmasas difuzors d150/160mm ar atsperi VDA150-160,"16,000","2,0944","3,40"
2000149,"Filtra korpuss Senior 10"" 3P-MFO 1/2","44,000","7,8245","12,32"
2000151,Radiators IDEMAR 22-500-800,"13,000","32,5123","51,14"
2000154,Trejgabals 110*75*45 gr,"5,000","1,374","2,16"
2000168,Radiators IDMAR 22-500-900,"3,000","36,0367","56,69"
2000168,Plastmasas difuzors D100mm ar atsp VDA100,"78,000","1,5041","2,46"
2000175,Radiators 22 500*1000,"22,000","37,7291","57,61"
2000178,Trejgabals 110*75*90 gr,"0,000","0,00","1,69"
2000182,Plastmasas difuzors d125mm ar atsperēm VDA125,"56,000","1,8273","3,00"
2000183,Rīve universālā,"10,000","0,985","1,48"
2000189,Revīzija @75,"4,000","1,8775","2,82"
2000199,Radiators IDEMAR 22-5001200,"10,000","46,214","73,86"
2000201,Durvju atdure misiņa DT4050B,"1120,000","0,2978","3,03"
2000205,Reste metāla 400*100 mm MR4010,"16,000","2,48","4,06"
2000205,Radiators IDMAR 22-500-1400,"1,000","53,48","84,12"
2000229,Reste metāla 300*100mm MR3010,"42,000","2,1271","3,49"
2000231,"Kor.elem. FA Mignon 5"" SX 10 mikr.","415,000","0,9756","1,57"
2000236,Reste metāla 140*190 MR1419,"12,000","1,38","2,09"
2000239,Krustgabals @50/50/50/90 gr,"3,000","1,5767","2,39"
2000243,Vent.reste D100mm VR100,"204,000","0,4303","0,71"
2000248,"Korp.elem. FA Mignon 5"" SX 25 mikr. poliprop.","539,000","0,9374","1,47"
2000250,Vent.reste d 125mm VR125,"100,000","0,5131","0,81"
2000255,"Korpusa elem. FA Mignon 5"" SX5 mikr.","44,000","0,973","1,61"
2000260,Krustgabals @100/100/100/45gr,"4,000","2,955","4,72"
2000267,Adapters 100 mm VA100,"203,000","0,6127","1,02"
2000268,Kartridžš F05 35 mm,"2,000","1,35","2,12"
2000274,Adapters 125 V125,"134,000","0,6178","1,02"
2000275,Cepešpanna 31*27 cm SNB,"2,000","1,90","2,90"
2000275,Kartridžš F05 40mm,"3,000","1,3467","2,12"
2000281,V. reste 148*153mm N10,"35,000","1,1346","1,75"
2000286,Kor.elem. FA Senior SX 10mikr. polipr. karst.ūd,"43,000","1,6616","2,53"
2000298,V.reste 148*153mm reg. N10R,"97,000","1,348","2,15"
2000301,Eļļa Pinotex Wood Oil 1 L bezkrāsains,"106,000","4,0423","6,29"
2000304,V.reste 148*153mm D100 mm ND10,"55,000","1,1464","1,84"
2000307,Pāreja @50/32 PP balta,"39,000","0,3531","0,60"
2000314,Pāreja  50/40,"38,000","0,4579","0,73"
2000325,Eļļa kokam Pinotex Wood Oil 1L Tīkkoks,"57,000","4,0298","6,29"
2000328,V. reste 148*153mm d100mm zal ND10Z,"18,000","0,925","1,41"
2000335,V.reste 140*300 mm N30,"65,000","1,4069","2,35"
2000335,Ventilācijas reste 140*300 mm,"4,000","1,495","2,35"
2000336,"Krāna ventilis F23,1x1/2"",misiņa","5,000","0,806","1,27"
2000342,"V.reste 140*300 mm reg, N30R","108,000","1,7429","2,89"
2000345,Pāreja @75/50 PP,"6,000","0,44","0,75"
2000352,Pāreja @100/75 PP,"6,000","0,625","0,98"
2000359,V.reste 250*170 mm N25,"76,000","1,4561","2,39"
2000369,Līkums @75 30 gr,"2,000","0,685","1,05"
2000373,Reste metāla 100*100 mm MR1010,"36,000","1,2814","2,06"
2000380,Reste metāla 200*100mm  MR2010,"24,000","1,6621","2,77"
2000383,Līkums @75 67 gr,"9,000","0,7711","1,10"
2000384,Šķidr. ziep. Anti bakteriāl. EXTRA BALTA 5L,"0,000","0,00","3,98"
2000390,Līkums @75 90 gr,"18,000","0,7717","1,28"
2000394,Makroflex Pro B1 Flex mon.putas 750 ml,"73,000","2,1544","3,54"
2000396,Virve džutas 3.0mm*30m,"2,000","0,69","1,04"
2000410,Reste metāla 300*100mm brūna MR3010B,"56,000","2,0766","3,20"
2000434,Durvju restes 450*92 mm brūna VR459B,"40,000","1,4673","2,26"
2000441,Adapters d150 mm V150,"56,000","0,8189","1,37"
2000444,Līkums 32 45gr,"17,000","0,3671","0,55"
2000458,Reste metāla d100mm  MR100,"18,000","1,2472","2,03"
2000465,Reste metāla d125 mm MR125,"12,000","1,5733","2,49"
2000475,Līkums 32 90 gr,"5,000","0,368","0,55"
2000477,"Polifosfāta kristāli filtriem 0,5 kg","30,000","3,4767","6,09"
2000490,Logu mazgājamais līdzeklis,"16,000","0,5125","0,77"
2000491,Stiprinājums dubultkorpusam,"11,000","2,6464","4,11"
2000510,"Aerators P11, D=22mm iekš.vitn.misiņa","24,000","0,4438","0,70"
2000512,Līkums 50 45,"7,000","0,3429","0,51"
2000514,"Stiprinājums korpusam 7"",10""","32,000","1,3741","2,11"
2000519,Koka difuzors d100 mm EI-KD100,"120,000","3,298","5,28"
2000526,Koka difuzors d125 mm KD125,"49,000","3,8606","6,25"
2000527,"Aerators P12, D=24mm ār..vitn.misiņa","37,000","0,4441","0,70"
2000530,Everest Gun montāžas putas 700 ml,"62,000","2,4032","3,97"
2000541,Ekscentru komplekts P17,"8,000","1,1688","1,84"
2000543,Līkums 50 90,"2,000","0,375","0,57"
2000544,"Stiprinājums caurulēm 5"" ar gumiju","9,000","1,33","2,03"
2000567,Pāreja @50/32*90 gr PP,"19,000","0,3626","0,60"
2000583,Kor.elem. FA-R Junior SX 10 mikr. poliprop.,"32,000","0,8894","1,35"
2000586,Sifons Ravak professional 90 chrom,"1,000","13,49","21,21"
2000588,Met.nosūcējs dufuzors D100 DM100,"134,000","2,1462","3,39"
2000590,Kor.elem. FA-R Junior SX*25 mikr.,"49,000","0,8086","1,28"
2000595,Met nosūcējs difuzors d125 mm DM125,"107,000","2,5246","4,03"
2000601,Met. nosūcējs difuzors d150 mm DM150,"28,000","3,3314","5,25"
2000615,Cementa java ZM 40 kg,"385,000","3,2755","5,51"
2000618,Met.nosūcējs difuzors d160 mm DM160,"14,000","3,6529","5,55"
2000620,Kor.elem. FA-R Senior SX 10 mikr.,"129,000","0,9112","1,41"
2000644,Kor.elem. FA-R Senior SX 25 mikr.,"213,000","0,8539","1,32"
2000649,Met.pieplūde difuzors D100 DMP100,"76,000","2,1082","3,39"
2000656,Met.pieplūdes difuzors d125 mm DMP125,"101,000","2,582","4,28"
2000663,Met.pieplūde difuzors D150 DMP150,"51,000","3,4037","5,46"
2000675,Kor.elem. FA-R Senior SX 5 mikr.,"24,000","0,8308","1,27"
2000687,Met.pieplūdes difuzors d1200 mm DMP200,"1,000","4,45","6,79"
2000691,Java līmējošā CM11 25 kg,"263,000","3,7427","6,05"
2000695,Gaismeklis 89-0044,"3,000","8,9533","13,55"
2000701,Gaismeklis YG69 1*36W B2 PS 220 v,"3,000","8,0833","12,32"
2000714,Java līmējošā elastīgā CM12 25 kg,"252,000","6,0832","10,66"
2000718,Gaismeklis YG69 2*36W EVG PS 220V IP65,"5,000","10,648","16,29"
2000732,Gaismeklis C08-V258-PS,"6,000","18,2367","27,59"
2000748,Pārejas 90*90-d100mm VA90,"142,000","0,6185","1,02"
2000755,V.reste 190*190mm  N12,"59,000","1,6578","2,73"
2000762,V.reste 190*190mm d125mm ND12,"31,000","1,6506","2,52"
2000769,Dārza šķēres,"8,000","4,6813","7,14"
2000779,V.reste 190*190 mm d125 mm reg.ND12R,"124,000","1,7277","2,86"
2000786,V.reste 190*190 mm d125mm N12Z,"44,000","1,4116","2,26"
2000793,V.reste 190*190mm reg. N12R,"108,000","1,7391","2,86"
2000798,"Stiprinājums korpusam DP.3P 5"".7"".10""","2,000","1,52","2,32"
2000813,Java līmējošā CM11 30 kg,"181,000","4,362","7,03"
2000820,Java līmējošā elstīga CM17 30 kg,"8,000","11,3088","17,25"
2000823,V.reste 190*190 mm d150 mm reg. ND15R,"47,000","1,8287","3,00"
2000847,Al.g.vads d80mm 3m G80,"148,000","1,8643","2,96"
2000854,Al.gaisa vads D100mm 3m G100,"2080,000","1,4283","3,63"
2000859,"Ūdens filtra komplekts  10""","0,000","0,00","16,22"
2000861,"Al.gaisa vads D100mm 1,5m G100-1,5","659,000","1,2322","1,96"
2000878,Al.g.vads d125mm 3m G125,"448,000","2,8054","4,48"
2000885,"Gaisa vads al. 125mm 1,5m G125-1,5","223,000","1,5302","2,43"
2000885,Alumīnija gaisa vads d125 mm 1.5m,"35,000","1,5509","2,43"
2000892,Al.g.vads d150mm 3m G150,"97,000","3,7001","5,89"
2000899,Sausais betons ZB 30 kg,"26,000","2,8031","4,27"
2000905,Makroflex 2*2 montāžas putas 750 ml,"27,000","2,98","4,55"
2000908,Vīkšķis P/V 200 gr,"10,000","0,905","1,37"
2000908,Al.g.vads 160mm 3m G160,"61,000","3,8616","6,13"
2000915,Al.g.vads d200mm 3m G200,"22,000","4,7027","7,84"
2000953,V.reste 190*190mm  N12Z,"18,000","1,4228","2,15"
2000960,V.reste 148*153mm zaļa N10Z,"25,000","0,906","1,41"
2000977,Līkums ar gumijām 90gr 100mm BFU90-100,"114,000","3,2261","5,32"
2000984,Līkums ar gumijām 90gr 125mm BFU90-125,"85,000","3,5975","6,20"
2000991,Līkums ar gumijām 90gr 160mm BFU90-160,"51,000","3,9212","6,92"
2001004,Līkums ar gumijām 90gr 200mm BFU90-200,"8,000","4,1263","6,74"
2001018,Makroflex Premium Pro montāžas putas,"86,000","2,9434","4,67"
2001028,Līkums 60 gr d125mm ar gumijām BFU60-125,"6,000","3,49","5,53"
2001031,Remicell baterija Alkaline 9920/2,"10,000","0,838","1,24"
2001059,Pāreja 125-100 ar gumijām RCLU125-100,"34,000","2,3962","4,23"
2001066,Pārejas 160-125 ar gumijām RCLU160-12,"34,000","2,7624","4,50"
2001070,Putas montāžas Makroflex premium Mega 70 870 ml,"12,000","4,1492","6,27"
2001073,Pāreja 200-160 ar gumijām RCLU200-16,"5,000","3,27","5,21"
2001080,Pārejas 125-100 bez gumijām RCL125-100,"61,000","1,8928","3,27"
2001097,Pārejas 160-125 bez gumijām RCL160-125,"18,000","2,1706","3,43"
2001100,Putas montāžas Makroflex premium Mega 70-15C,"13,000","4,0723","6,20"
2001105,Sūkļi traukiem 10+10 gab,"17,000","0,4412","0,67"
